"","Time","sample","value","strain","replicate","media","background"
"32",15,"D8",0.02839513,"auxotroph ∆metB","2","Met (+)","mutant"
"33",15,"D9",0.02739513,"auxotroph ∆metB","3","Met (+)","mutant"
"34",15,"D10",0.03539513,"wild-type (supplemented)","1","Met (+)","wt"
"35",15,"D11",0.03439513,"wild-type (supplemented)","2","Met (+)","wt"
"36",15,"D12",0.03339513,"wild-type (supplemented)","3","Met (+)","wt"
"37",15,"E1",0.03339513,"overproducer ∆metJ","1","Met (-)","mutant"
"38",15,"E2",0.03439513,"overproducer ∆metJ","2","Met (-)","mutant"
"39",15,"E3",0.03339513,"overproducer ∆metJ","3","Met (-)","mutant"
"40",15,"E4",0.03339513,"wild-type (unsupplemented)","1","Met (-)","wt"
"41",15,"E5",0.03339513,"wild-type (unsupplemented)","2","Met (-)","wt"
"42",15,"E6",0.03839513,"wild-type (unsupplemented)","3","Met (-)","wt"
"43",15,"E7",0.02739513,"auxotroph ∆metB","1","Met (+)","mutant"
"44",15,"E8",0.03039513,"auxotroph ∆metB","2","Met (+)","mutant"
"45",15,"E9",0.02739513,"auxotroph ∆metB","3","Met (+)","mutant"
"46",15,"E10",0.03539513,"wild-type (supplemented)","1","Met (+)","wt"
"47",15,"E11",0.03439513,"wild-type (supplemented)","2","Met (+)","wt"
"48",15,"E12",0.03439513,"wild-type (supplemented)","3","Met (+)","wt"
"49",15,"F1",0.03339513,"overproducer ∆metJ","1","Met (-)","mutant"
"50",15,"F2",0.03239513,"overproducer ∆metJ","2","Met (-)","mutant"
"51",15,"F3",0.03039513,"overproducer ∆metJ","3","Met (-)","mutant"
"52",15,"F4",0.03339513,"wild-type (unsupplemented)","1","Met (-)","wt"
"53",15,"F5",0.03339513,"wild-type (unsupplemented)","2","Met (-)","wt"
"54",15,"F6",0.03539513,"wild-type (unsupplemented)","3","Met (-)","wt"
"55",15,"F7",0.02639513,"auxotroph ∆metB","1","Met (+)","mutant"
"56",15,"F8",0.02939513,"auxotroph ∆metB","2","Met (+)","mutant"
"57",15,"F9",0.02939513,"auxotroph ∆metB","3","Met (+)","mutant"
"58",15,"F10",0.03539513,"wild-type (supplemented)","1","Met (+)","wt"
"59",15,"F11",0.04039513,"wild-type (supplemented)","2","Met (+)","wt"
"60",15,"F12",0.03439513,"wild-type (supplemented)","3","Met (+)","wt"
"61",15,"G1",0.03139513,"overproducer ∆metJ","1","Met (-)","mutant"
"62",15,"G2",0.03339513,"overproducer ∆metJ","2","Met (-)","mutant"
"63",15,"G3",0.03839513,"overproducer ∆metJ","3","Met (-)","mutant"
"64",15,"G4",0.03739513,"wild-type (unsupplemented)","1","Met (-)","wt"
"65",15,"G5",0.03639513,"wild-type (unsupplemented)","2","Met (-)","wt"
"66",15,"G6",0.03739513,"wild-type (unsupplemented)","3","Met (-)","wt"
"67",15,"G7",0.03139513,"auxotroph ∆metB","1","Met (+)","mutant"
"68",15,"G8",0.03139513,"auxotroph ∆metB","2","Met (+)","mutant"
"69",15,"G9",0.02739513,"auxotroph ∆metB","3","Met (+)","mutant"
"70",15,"G10",0.03539513,"wild-type (supplemented)","1","Met (+)","wt"
"71",15,"G11",0.03439513,"wild-type (supplemented)","2","Met (+)","wt"
"72",15,"G12",0.03339513,"wild-type (supplemented)","3","Met (+)","wt"
"73",30,"B1",0.05039513,"overproducer ∆metJ","1","Met (-)","mutant"
"74",30,"B2",0.03839513,"overproducer ∆metJ","2","Met (-)","mutant"
"75",30,"B3",0.03139513,"overproducer ∆metJ","3","Met (-)","mutant"
"76",30,"B4",0.04039513,"wild-type (unsupplemented)","1","Met (-)","wt"
"77",30,"B5",0.04339513,"wild-type (unsupplemented)","2","Met (-)","wt"
"78",30,"B6",0.04139513,"wild-type (unsupplemented)","3","Met (-)","wt"
"79",30,"B7",0.03439513,"auxotroph ∆metB","1","Met (+)","mutant"
"80",30,"B8",0.03339513,"auxotroph ∆metB","2","Met (+)","mutant"
"81",30,"B9",0.03539513,"auxotroph ∆metB","3","Met (+)","mutant"
"82",30,"B10",0.04639513,"wild-type (supplemented)","1","Met (+)","wt"
"83",30,"B11",0.04639513,"wild-type (supplemented)","2","Met (+)","wt"
"84",30,"B12",0.03939513,"wild-type (supplemented)","3","Met (+)","wt"
"85",30,"C1",0.04239513,"overproducer ∆metJ","1","Met (-)","mutant"
"86",30,"C2",0.03839513,"overproducer ∆metJ","2","Met (-)","mutant"
"87",30,"C3",0.03439513,"overproducer ∆metJ","3","Met (-)","mutant"
"88",30,"C4",0.04039513,"wild-type (unsupplemented)","1","Met (-)","wt"
"89",30,"C5",0.04539513,"wild-type (unsupplemented)","2","Met (-)","wt"
"90",30,"C6",0.04839513,"wild-type (unsupplemented)","3","Met (-)","wt"
"91",30,"C7",0.03839513,"auxotroph ∆metB","1","Met (+)","mutant"
"92",30,"C8",0.03439513,"auxotroph ∆metB","2","Met (+)","mutant"
"93",30,"C9",0.03639513,"auxotroph ∆metB","3","Met (+)","mutant"
"94",30,"C10",0.05039513,"wild-type (supplemented)","1","Met (+)","wt"
"95",30,"C11",0.04639513,"wild-type (supplemented)","2","Met (+)","wt"
"96",30,"C12",0.04039513,"wild-type (supplemented)","3","Met (+)","wt"
"97",30,"D1",0.03839513,"overproducer ∆metJ","1","Met (-)","mutant"
"98",30,"D2",0.04239513,"overproducer ∆metJ","2","Met (-)","mutant"
"99",30,"D3",0.03439513,"overproducer ∆metJ","3","Met (-)","mutant"
"100",30,"D4",0.04239513,"wild-type (unsupplemented)","1","Met (-)","wt"
"101",30,"D5",0.04439513,"wild-type (unsupplemented)","2","Met (-)","wt"
"102",30,"D6",0.05039513,"wild-type (unsupplemented)","3","Met (-)","wt"
"103",30,"D7",0.03939513,"auxotroph ∆metB","1","Met (+)","mutant"
"104",30,"D8",0.03439513,"auxotroph ∆metB","2","Met (+)","mutant"
"105",30,"D9",0.03139513,"auxotroph ∆metB","3","Met (+)","mutant"
"106",30,"D10",0.04839513,"wild-type (supplemented)","1","Met (+)","wt"
"107",30,"D11",0.04739513,"wild-type (supplemented)","2","Met (+)","wt"
"108",30,"D12",0.03939513,"wild-type (supplemented)","3","Met (+)","wt"
"109",30,"E1",0.04839513,"overproducer ∆metJ","1","Met (-)","mutant"
"110",30,"E2",0.04539513,"overproducer ∆metJ","2","Met (-)","mutant"
"111",30,"E3",0.03939513,"overproducer ∆metJ","3","Met (-)","mutant"
"112",30,"E4",0.04339513,"wild-type (unsupplemented)","1","Met (-)","wt"
"113",30,"E5",0.04239513,"wild-type (unsupplemented)","2","Met (-)","wt"
"114",30,"E6",0.05139513,"wild-type (unsupplemented)","3","Met (-)","wt"
"115",30,"E7",0.03239513,"auxotroph ∆metB","1","Met (+)","mutant"
"116",30,"E8",0.03339513,"auxotroph ∆metB","2","Met (+)","mutant"
"117",30,"E9",0.03039513,"auxotroph ∆metB","3","Met (+)","mutant"
"118",30,"E10",0.04739513,"wild-type (supplemented)","1","Met (+)","wt"
"119",30,"E11",0.03839513,"wild-type (supplemented)","2","Met (+)","wt"
"120",30,"E12",0.04339513,"wild-type (supplemented)","3","Met (+)","wt"
"121",30,"F1",0.04739513,"overproducer ∆metJ","1","Met (-)","mutant"
"122",30,"F2",0.04239513,"overproducer ∆metJ","2","Met (-)","mutant"
"123",30,"F3",0.03439513,"overproducer ∆metJ","3","Met (-)","mutant"
"124",30,"F4",0.04439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"125",30,"F5",0.04339513,"wild-type (unsupplemented)","2","Met (-)","wt"
"126",30,"F6",0.04839513,"wild-type (unsupplemented)","3","Met (-)","wt"
"127",30,"F7",0.03139513,"auxotroph ∆metB","1","Met (+)","mutant"
"128",30,"F8",0.03539513,"auxotroph ∆metB","2","Met (+)","mutant"
"129",30,"F9",0.03039513,"auxotroph ∆metB","3","Met (+)","mutant"
"130",30,"F10",0.04839513,"wild-type (supplemented)","1","Met (+)","wt"
"131",30,"F11",0.04639513,"wild-type (supplemented)","2","Met (+)","wt"
"132",30,"F12",0.04639513,"wild-type (supplemented)","3","Met (+)","wt"
"133",30,"G1",0.04439513,"overproducer ∆metJ","1","Met (-)","mutant"
"134",30,"G2",0.04039513,"overproducer ∆metJ","2","Met (-)","mutant"
"135",30,"G3",0.04439513,"overproducer ∆metJ","3","Met (-)","mutant"
"136",30,"G4",0.04939513,"wild-type (unsupplemented)","1","Met (-)","wt"
"137",30,"G5",0.04739513,"wild-type (unsupplemented)","2","Met (-)","wt"
"138",30,"G6",0.05239513,"wild-type (unsupplemented)","3","Met (-)","wt"
"139",30,"G7",0.03639513,"auxotroph ∆metB","1","Met (+)","mutant"
"140",30,"G8",0.03839513,"auxotroph ∆metB","2","Met (+)","mutant"
"141",30,"G9",0.03039513,"auxotroph ∆metB","3","Met (+)","mutant"
"142",30,"G10",0.04939513,"wild-type (supplemented)","1","Met (+)","wt"
"143",30,"G11",0.03839513,"wild-type (supplemented)","2","Met (+)","wt"
"144",30,"G12",0.04239513,"wild-type (supplemented)","3","Met (+)","wt"
"145",45,"B1",0.06439513,"overproducer ∆metJ","1","Met (-)","mutant"
"146",45,"B2",0.04739513,"overproducer ∆metJ","2","Met (-)","mutant"
"147",45,"B3",0.03639513,"overproducer ∆metJ","3","Met (-)","mutant"
"148",45,"B4",0.04739513,"wild-type (unsupplemented)","1","Met (-)","wt"
"149",45,"B5",0.05639513,"wild-type (unsupplemented)","2","Met (-)","wt"
"150",45,"B6",0.04939513,"wild-type (unsupplemented)","3","Met (-)","wt"
"151",45,"B7",0.04339513,"auxotroph ∆metB","1","Met (+)","mutant"
"152",45,"B8",0.03739513,"auxotroph ∆metB","2","Met (+)","mutant"
"153",45,"B9",0.04039513,"auxotroph ∆metB","3","Met (+)","mutant"
"154",45,"B10",0.06939513,"wild-type (supplemented)","1","Met (+)","wt"
"155",45,"B11",0.06139513,"wild-type (supplemented)","2","Met (+)","wt"
"156",45,"B12",0.04939513,"wild-type (supplemented)","3","Met (+)","wt"
"157",45,"C1",0.05139513,"overproducer ∆metJ","1","Met (-)","mutant"
"158",45,"C2",0.04639513,"overproducer ∆metJ","2","Met (-)","mutant"
"159",45,"C3",0.04039513,"overproducer ∆metJ","3","Met (-)","mutant"
"160",45,"C4",0.04739513,"wild-type (unsupplemented)","1","Met (-)","wt"
"161",45,"C5",0.05439513,"wild-type (unsupplemented)","2","Met (-)","wt"
"162",45,"C6",0.06639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"163",45,"C7",0.04839513,"auxotroph ∆metB","1","Met (+)","mutant"
"164",45,"C8",0.03939513,"auxotroph ∆metB","2","Met (+)","mutant"
"165",45,"C9",0.04439513,"auxotroph ∆metB","3","Met (+)","mutant"
"166",45,"C10",0.06839513,"wild-type (supplemented)","1","Met (+)","wt"
"167",45,"C11",0.05139513,"wild-type (supplemented)","2","Met (+)","wt"
"168",45,"C12",0.05039513,"wild-type (supplemented)","3","Met (+)","wt"
"169",45,"D1",0.04739513,"overproducer ∆metJ","1","Met (-)","mutant"
"170",45,"D2",0.05339513,"overproducer ∆metJ","2","Met (-)","mutant"
"171",45,"D3",0.04239513,"overproducer ∆metJ","3","Met (-)","mutant"
"172",45,"D4",0.05439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"173",45,"D5",0.05439513,"wild-type (unsupplemented)","2","Met (-)","wt"
"174",45,"D6",0.06639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"175",45,"D7",0.04839513,"auxotroph ∆metB","1","Met (+)","mutant"
"176",45,"D8",0.03739513,"auxotroph ∆metB","2","Met (+)","mutant"
"177",45,"D9",0.03539513,"auxotroph ∆metB","3","Met (+)","mutant"
"178",45,"D10",0.07139513,"wild-type (supplemented)","1","Met (+)","wt"
"179",45,"D11",0.04839513,"wild-type (supplemented)","2","Met (+)","wt"
"180",45,"D12",0.05339513,"wild-type (supplemented)","3","Met (+)","wt"
"181",45,"E1",0.05539513,"overproducer ∆metJ","1","Met (-)","mutant"
"182",45,"E2",0.05439513,"overproducer ∆metJ","2","Met (-)","mutant"
"183",45,"E3",0.04539513,"overproducer ∆metJ","3","Met (-)","mutant"
"184",45,"E4",0.05639513,"wild-type (unsupplemented)","1","Met (-)","wt"
"185",45,"E5",0.05439513,"wild-type (unsupplemented)","2","Met (-)","wt"
"186",45,"E6",0.06339513,"wild-type (unsupplemented)","3","Met (-)","wt"
"187",45,"E7",0.03939513,"auxotroph ∆metB","1","Met (+)","mutant"
"188",45,"E8",0.03739513,"auxotroph ∆metB","2","Met (+)","mutant"
"189",45,"E9",0.03339513,"auxotroph ∆metB","3","Met (+)","mutant"
"190",45,"E10",0.05639513,"wild-type (supplemented)","1","Met (+)","wt"
"191",45,"E11",0.03939513,"wild-type (supplemented)","2","Met (+)","wt"
"192",45,"E12",0.04839513,"wild-type (supplemented)","3","Met (+)","wt"
"193",45,"F1",0.05839513,"overproducer ∆metJ","1","Met (-)","mutant"
"194",45,"F2",0.05539513,"overproducer ∆metJ","2","Met (-)","mutant"
"195",45,"F3",0.04239513,"overproducer ∆metJ","3","Met (-)","mutant"
"196",45,"F4",0.05439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"197",45,"F5",0.04839513,"wild-type (unsupplemented)","2","Met (-)","wt"
"198",45,"F6",0.07039513,"wild-type (unsupplemented)","3","Met (-)","wt"
"199",45,"F7",0.03639513,"auxotroph ∆metB","1","Met (+)","mutant"
"200",45,"F8",0.04039513,"auxotroph ∆metB","2","Met (+)","mutant"
"201",45,"F9",0.03439513,"auxotroph ∆metB","3","Met (+)","mutant"
"202",45,"F10",0.05439513,"wild-type (supplemented)","1","Met (+)","wt"
"203",45,"F11",0.04839513,"wild-type (supplemented)","2","Met (+)","wt"
"204",45,"F12",0.05239513,"wild-type (supplemented)","3","Met (+)","wt"
"205",45,"G1",0.05839513,"overproducer ∆metJ","1","Met (-)","mutant"
"206",45,"G2",0.05139513,"overproducer ∆metJ","2","Met (-)","mutant"
"207",45,"G3",0.05339513,"overproducer ∆metJ","3","Met (-)","mutant"
"208",45,"G4",0.06839513,"wild-type (unsupplemented)","1","Met (-)","wt"
"209",45,"G5",0.06339513,"wild-type (unsupplemented)","2","Met (-)","wt"
"210",45,"G6",0.06239513,"wild-type (unsupplemented)","3","Met (-)","wt"
"211",45,"G7",0.04039513,"auxotroph ∆metB","1","Met (+)","mutant"
"212",45,"G8",0.04039513,"auxotroph ∆metB","2","Met (+)","mutant"
"213",45,"G9",0.03339513,"auxotroph ∆metB","3","Met (+)","mutant"
"214",45,"G10",0.06839513,"wild-type (supplemented)","1","Met (+)","wt"
"215",45,"G11",0.04039513,"wild-type (supplemented)","2","Met (+)","wt"
"216",45,"G12",0.04839513,"wild-type (supplemented)","3","Met (+)","wt"
"217",60,"B1",0.07839513,"overproducer ∆metJ","1","Met (-)","mutant"
"218",60,"B2",0.05539513,"overproducer ∆metJ","2","Met (-)","mutant"
"219",60,"B3",0.04539513,"overproducer ∆metJ","3","Met (-)","mutant"
"220",60,"B4",0.05439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"221",60,"B5",0.07039513,"wild-type (unsupplemented)","2","Met (-)","wt"
"222",60,"B6",0.05539513,"wild-type (unsupplemented)","3","Met (-)","wt"
"223",60,"B7",0.04839513,"auxotroph ∆metB","1","Met (+)","mutant"
"224",60,"B8",0.04339513,"auxotroph ∆metB","2","Met (+)","mutant"
"225",60,"B9",0.04639513,"auxotroph ∆metB","3","Met (+)","mutant"
"226",60,"B10",0.08639513,"wild-type (supplemented)","1","Met (+)","wt"
"227",60,"B11",0.06839513,"wild-type (supplemented)","2","Met (+)","wt"
"228",60,"B12",0.05439513,"wild-type (supplemented)","3","Met (+)","wt"
"229",60,"C1",0.05739513,"overproducer ∆metJ","1","Met (-)","mutant"
"230",60,"C2",0.05339513,"overproducer ∆metJ","2","Met (-)","mutant"
"231",60,"C3",0.05139513,"overproducer ∆metJ","3","Met (-)","mutant"
"232",60,"C4",0.05439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"233",60,"C5",0.06939513,"wild-type (unsupplemented)","2","Met (-)","wt"
"234",60,"C6",0.08339513,"wild-type (unsupplemented)","3","Met (-)","wt"
"235",60,"C7",0.05639513,"auxotroph ∆metB","1","Met (+)","mutant"
"236",60,"C8",0.04639513,"auxotroph ∆metB","2","Met (+)","mutant"
"237",60,"C9",0.05539513,"auxotroph ∆metB","3","Met (+)","mutant"
"238",60,"C10",0.09839513,"wild-type (supplemented)","1","Met (+)","wt"
"239",60,"C11",0.07839513,"wild-type (supplemented)","2","Met (+)","wt"
"240",60,"C12",0.05539513,"wild-type (supplemented)","3","Met (+)","wt"
"241",60,"D1",0.05539513,"overproducer ∆metJ","1","Met (-)","mutant"
"242",60,"D2",0.06239513,"overproducer ∆metJ","2","Met (-)","mutant"
"243",60,"D3",0.05639513,"overproducer ∆metJ","3","Met (-)","mutant"
"244",60,"D4",0.06939513,"wild-type (unsupplemented)","1","Met (-)","wt"
"245",60,"D5",0.06639513,"wild-type (unsupplemented)","2","Met (-)","wt"
"246",60,"D6",0.09039513,"wild-type (unsupplemented)","3","Met (-)","wt"
"247",60,"D7",0.05539513,"auxotroph ∆metB","1","Met (+)","mutant"
"248",60,"D8",0.04339513,"auxotroph ∆metB","2","Met (+)","mutant"
"249",60,"D9",0.04739513,"auxotroph ∆metB","3","Met (+)","mutant"
"250",60,"D10",0.09839513,"wild-type (supplemented)","1","Met (+)","wt"
"251",60,"D11",0.07739513,"wild-type (supplemented)","2","Met (+)","wt"
"252",60,"D12",0.05939513,"wild-type (supplemented)","3","Met (+)","wt"
"253",60,"E1",0.06939513,"overproducer ∆metJ","1","Met (-)","mutant"
"254",60,"E2",0.07039513,"overproducer ∆metJ","2","Met (-)","mutant"
"255",60,"E3",0.06039513,"overproducer ∆metJ","3","Met (-)","mutant"
"256",60,"E4",0.07539513,"wild-type (unsupplemented)","1","Met (-)","wt"
"257",60,"E5",0.06539513,"wild-type (unsupplemented)","2","Met (-)","wt"
"258",60,"E6",0.07739513,"wild-type (unsupplemented)","3","Met (-)","wt"
"259",60,"E7",0.04539513,"auxotroph ∆metB","1","Met (+)","mutant"
"260",60,"E8",0.04539513,"auxotroph ∆metB","2","Met (+)","mutant"
"261",60,"E9",0.04239513,"auxotroph ∆metB","3","Met (+)","mutant"
"262",60,"E10",0.09839513,"wild-type (supplemented)","1","Met (+)","wt"
"263",60,"E11",0.05639513,"wild-type (supplemented)","2","Met (+)","wt"
"264",60,"E12",0.06539513,"wild-type (supplemented)","3","Met (+)","wt"
"265",60,"F1",0.06939513,"overproducer ∆metJ","1","Met (-)","mutant"
"266",60,"F2",0.06739513,"overproducer ∆metJ","2","Met (-)","mutant"
"267",60,"F3",0.05739513,"overproducer ∆metJ","3","Met (-)","mutant"
"268",60,"F4",0.06939513,"wild-type (unsupplemented)","1","Met (-)","wt"
"269",60,"F5",0.05939513,"wild-type (unsupplemented)","2","Met (-)","wt"
"270",60,"F6",0.09339513,"wild-type (unsupplemented)","3","Met (-)","wt"
"271",60,"F7",0.04839513,"auxotroph ∆metB","1","Met (+)","mutant"
"272",60,"F8",0.04639513,"auxotroph ∆metB","2","Met (+)","mutant"
"273",60,"F9",0.04139513,"auxotroph ∆metB","3","Met (+)","mutant"
"274",60,"F10",0.06439513,"wild-type (supplemented)","1","Met (+)","wt"
"275",60,"F11",0.05739513,"wild-type (supplemented)","2","Met (+)","wt"
"276",60,"F12",0.07339513,"wild-type (supplemented)","3","Met (+)","wt"
"277",60,"G1",0.07039513,"overproducer ∆metJ","1","Met (-)","mutant"
"278",60,"G2",0.06439513,"overproducer ∆metJ","2","Met (-)","mutant"
"279",60,"G3",0.06739513,"overproducer ∆metJ","3","Met (-)","mutant"
"280",60,"G4",0.08839513,"wild-type (unsupplemented)","1","Met (-)","wt"
"281",60,"G5",0.08439513,"wild-type (unsupplemented)","2","Met (-)","wt"
"282",60,"G6",0.08139513,"wild-type (unsupplemented)","3","Met (-)","wt"
"283",60,"G7",0.04539513,"auxotroph ∆metB","1","Met (+)","mutant"
"284",60,"G8",0.04539513,"auxotroph ∆metB","2","Met (+)","mutant"
"285",60,"G9",0.03939513,"auxotroph ∆metB","3","Met (+)","mutant"
"286",60,"G10",0.10539513,"wild-type (supplemented)","1","Met (+)","wt"
"287",60,"G11",0.04739513,"wild-type (supplemented)","2","Met (+)","wt"
"288",60,"G12",0.06039513,"wild-type (supplemented)","3","Met (+)","wt"
"289",75,"B1",0.09639513,"overproducer ∆metJ","1","Met (-)","mutant"
"290",75,"B2",0.06539513,"overproducer ∆metJ","2","Met (-)","mutant"
"291",75,"B3",0.05839513,"overproducer ∆metJ","3","Met (-)","mutant"
"292",75,"B4",0.06539513,"wild-type (unsupplemented)","1","Met (-)","wt"
"293",75,"B5",0.10439513,"wild-type (unsupplemented)","2","Met (-)","wt"
"294",75,"B6",0.06439513,"wild-type (unsupplemented)","3","Met (-)","wt"
"295",75,"B7",0.05939513,"auxotroph ∆metB","1","Met (+)","mutant"
"296",75,"B8",0.05339513,"auxotroph ∆metB","2","Met (+)","mutant"
"297",75,"B9",0.05439513,"auxotroph ∆metB","3","Met (+)","mutant"
"298",75,"B10",0.11839513,"wild-type (supplemented)","1","Met (+)","wt"
"299",75,"B11",0.09639513,"wild-type (supplemented)","2","Met (+)","wt"
"300",75,"B12",0.10139513,"wild-type (supplemented)","3","Met (+)","wt"
"301",75,"C1",0.06939513,"overproducer ∆metJ","1","Met (-)","mutant"
"302",75,"C2",0.06439513,"overproducer ∆metJ","2","Met (-)","mutant"
"303",75,"C3",0.06639513,"overproducer ∆metJ","3","Met (-)","mutant"
"304",75,"C4",0.06439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"305",75,"C5",0.09139513,"wild-type (unsupplemented)","2","Met (-)","wt"
"306",75,"C6",0.11539513,"wild-type (unsupplemented)","3","Met (-)","wt"
"307",75,"C7",0.07339513,"auxotroph ∆metB","1","Met (+)","mutant"
"308",75,"C8",0.05739513,"auxotroph ∆metB","2","Met (+)","mutant"
"309",75,"C9",0.07139513,"auxotroph ∆metB","3","Met (+)","mutant"
"310",75,"C10",0.12139513,"wild-type (supplemented)","1","Met (+)","wt"
"311",75,"C11",0.09739513,"wild-type (supplemented)","2","Met (+)","wt"
"312",75,"C12",0.09439513,"wild-type (supplemented)","3","Met (+)","wt"
"313",75,"D1",0.06539513,"overproducer ∆metJ","1","Met (-)","mutant"
"314",75,"D2",0.07739513,"overproducer ∆metJ","2","Met (-)","mutant"
"315",75,"D3",0.07339513,"overproducer ∆metJ","3","Met (-)","mutant"
"316",75,"D4",0.09239513,"wild-type (unsupplemented)","1","Met (-)","wt"
"317",75,"D5",0.08839513,"wild-type (unsupplemented)","2","Met (-)","wt"
"318",75,"D6",0.12639513,"wild-type (unsupplemented)","3","Met (-)","wt"
"319",75,"D7",0.07039513,"auxotroph ∆metB","1","Met (+)","mutant"
"320",75,"D8",0.05139513,"auxotroph ∆metB","2","Met (+)","mutant"
"321",75,"D9",0.05239513,"auxotroph ∆metB","3","Met (+)","mutant"
"322",75,"D10",0.11639513,"wild-type (supplemented)","1","Met (+)","wt"
"323",75,"D11",0.07639513,"wild-type (supplemented)","2","Met (+)","wt"
"324",75,"D12",0.07939513,"wild-type (supplemented)","3","Met (+)","wt"
"325",75,"E1",0.08639513,"overproducer ∆metJ","1","Met (-)","mutant"
"326",75,"E2",0.08339513,"overproducer ∆metJ","2","Met (-)","mutant"
"327",75,"E3",0.08139513,"overproducer ∆metJ","3","Met (-)","mutant"
"328",75,"E4",0.10139513,"wild-type (unsupplemented)","1","Met (-)","wt"
"329",75,"E5",0.08539513,"wild-type (unsupplemented)","2","Met (-)","wt"
"330",75,"E6",0.10239513,"wild-type (unsupplemented)","3","Met (-)","wt"
"331",75,"E7",0.05439513,"auxotroph ∆metB","1","Met (+)","mutant"
"332",75,"E8",0.05539513,"auxotroph ∆metB","2","Met (+)","mutant"
"333",75,"E9",0.04739513,"auxotroph ∆metB","3","Met (+)","mutant"
"334",75,"E10",0.10839513,"wild-type (supplemented)","1","Met (+)","wt"
"335",75,"E11",0.06239513,"wild-type (supplemented)","2","Met (+)","wt"
"336",75,"E12",0.07939513,"wild-type (supplemented)","3","Met (+)","wt"
"337",75,"F1",0.09039513,"overproducer ∆metJ","1","Met (-)","mutant"
"338",75,"F2",0.08539513,"overproducer ∆metJ","2","Met (-)","mutant"
"339",75,"F3",0.07239513,"overproducer ∆metJ","3","Met (-)","mutant"
"340",75,"F4",0.08439513,"wild-type (unsupplemented)","1","Met (-)","wt"
"341",75,"F5",0.06539513,"wild-type (unsupplemented)","2","Met (-)","wt"
"342",75,"F6",0.13239513,"wild-type (unsupplemented)","3","Met (-)","wt"
"343",75,"F7",0.05739513,"auxotroph ∆metB","1","Met (+)","mutant"
"344",75,"F8",0.05439513,"auxotroph ∆metB","2","Met (+)","mutant"
"345",75,"F9",0.04639513,"auxotroph ∆metB","3","Met (+)","mutant"
"346",75,"F10",0.06439513,"wild-type (supplemented)","1","Met (+)","wt"
"347",75,"F11",0.06139513,"wild-type (supplemented)","2","Met (+)","wt"
"348",75,"F12",0.07939513,"wild-type (supplemented)","3","Met (+)","wt"
"349",75,"G1",0.09639513,"overproducer ∆metJ","1","Met (-)","mutant"
"350",75,"G2",0.08339513,"overproducer ∆metJ","2","Met (-)","mutant"
"351",75,"G3",0.08639513,"overproducer ∆metJ","3","Met (-)","mutant"
"352",75,"G4",0.11739513,"wild-type (unsupplemented)","1","Met (-)","wt"
"353",75,"G5",0.10039513,"wild-type (unsupplemented)","2","Met (-)","wt"
"354",75,"G6",0.09739513,"wild-type (unsupplemented)","3","Met (-)","wt"
"355",75,"G7",0.05439513,"auxotroph ∆metB","1","Met (+)","mutant"
"356",75,"G8",0.05439513,"auxotroph ∆metB","2","Met (+)","mutant"
"357",75,"G9",0.04539513,"auxotroph ∆metB","3","Met (+)","mutant"
"358",75,"G10",0.11739513,"wild-type (supplemented)","1","Met (+)","wt"
"359",75,"G11",0.05139513,"wild-type (supplemented)","2","Met (+)","wt"
"360",75,"G12",0.07139513,"wild-type (supplemented)","3","Met (+)","wt"
"361",90,"B1",0.11639513,"overproducer ∆metJ","1","Met (-)","mutant"
"362",90,"B2",0.07839513,"overproducer ∆metJ","2","Met (-)","mutant"
"363",90,"B3",0.07539513,"overproducer ∆metJ","3","Met (-)","mutant"
"364",90,"B4",0.08039513,"wild-type (unsupplemented)","1","Met (-)","wt"
"365",90,"B5",0.13639513,"wild-type (unsupplemented)","2","Met (-)","wt"
"366",90,"B6",0.08039513,"wild-type (unsupplemented)","3","Met (-)","wt"
"367",90,"B7",0.07339513,"auxotroph ∆metB","1","Met (+)","mutant"
"368",90,"B8",0.06239513,"auxotroph ∆metB","2","Met (+)","mutant"
"369",90,"B9",0.06239513,"auxotroph ∆metB","3","Met (+)","mutant"
"370",90,"B10",0.14439513,"wild-type (supplemented)","1","Met (+)","wt"
"371",90,"B11",0.12039513,"wild-type (supplemented)","2","Met (+)","wt"
"372",90,"B12",0.14039513,"wild-type (supplemented)","3","Met (+)","wt"
"373",90,"C1",0.08439513,"overproducer ∆metJ","1","Met (-)","mutant"
"374",90,"C2",0.07339513,"overproducer ∆metJ","2","Met (-)","mutant"
"375",90,"C3",0.07939513,"overproducer ∆metJ","3","Met (-)","mutant"
"376",90,"C4",0.07539513,"wild-type (unsupplemented)","1","Met (-)","wt"
"377",90,"C5",0.12539513,"wild-type (unsupplemented)","2","Met (-)","wt"
"378",90,"C6",0.15339513,"wild-type (unsupplemented)","3","Met (-)","wt"
"379",90,"C7",0.09439513,"auxotroph ∆metB","1","Met (+)","mutant"
"380",90,"C8",0.07039513,"auxotroph ∆metB","2","Met (+)","mutant"
